email|amount|accountA|accountB|currency
Hey! Michael Schwartz It's Pamela Black. I would really appreciate if you could help me with something. I need to transfer $ 7831672 NOK from my personal bank account 209239757 to my restaurant's business account, 502959662. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|7831672|209239757|502959662|NOK
Hello. $ 6288497 MXN needs to be moved from account 450347086 to this account 327644664. Thanks!Joseph Williams|6288497|450347086|327644664|MXN
Please transfer $ 2794920 AWG from account PaS to account dJk. Thank you!|2794920|PaS|dJk|AWG
Shelia Cunningham can u transfer 7412063 SBD to tjis account PGgya from this account xmii8iok|7412063|PGgya|xmii8iok|SBD
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 758275 BRL dollars as soon as possible. Would be great if you could move it from xZLbwrI to n4vjtwche. How soon can this be done, and when will the funds be fully processed? Sincerely, Sean Garcia|758275|xZLbwrI|n4vjtwche|BRL
Hi, can you please transfer $ 943286 GBP USD from account aXQwl to the account idyvei8n8. Thanks!Katie Williams|943286|aXQwl|idyvei8n8|GBP
Hi, this is Carrie Lopez, and this is to confirm a transfer that my client, Gina Spencer, is requesting to be completed in the next couple of days. Could you move money from account 958676879 to account 728599672 of the amount $ 6307814 BZD. Thank you! Please send me a receipt of the completed transfer for my client.|6307814|958676879|728599672|BZD
Please move 6170864 JEP dollars from account mb to Wk.|6170864|mb|Wk|JEP
Hello. We need a transfer of $ 14864 PKR from account qnRAvbx to this account, zj8an0v1v3b. Thanks! Matthew Hansen|14864|qnRAvbx|zj8an0v1v3b|PKR
Hello Morgan Rodriguez, hope you are doing well. I am contacting you in need of assistance with a monetary transfer. We need a transfer of $ 2016874 MUR, unless there is a maximum amount that can be performed per transfer. Please move this amount from 456004302 to account 286966620. Can this transaction be done? Let me know. Best, Mark Thompson|2016874|456004302|286966620|MUR
hey i'm looking to do a transfer. could you please send 9518303 YER from account MFSVM3FS5MR to account D2XTSNHMN.|9518303|MFSVM3FS5MR|D2XTSNHMN|YER
Dear madam/sir, I, Christina Ruiz am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 5474128 FKP to ee8cumqc from 9WVW3rI. For some reason, this transfer will not go through when I do it. Thanks, Christina Ruiz|5474128|9WVW3rI|ee8cumqc|FKP
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account YyflX and move $ 6965507 UAH to account l7yxqdqr. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Andrew Barker|6965507|YyflX|l7yxqdqr|UAH
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 5540835 SEK from lmdDidiB and put this in account 5wh46vrkrsp . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Scott Woods|5540835|lmdDidiB|5wh46vrkrsp|SEK
Please transfer $ 9067902 JMD from account cFD876 to account MCm361. Thank you!|9067902|cFD876|MCm361|JMD
Could you transfer$ 4185956 BSD from account 5SP to account C7S5. Thanks and please contact me after it is finished.|4185956|5SP|C7S5|BSD
Hi, can you please transfer $ 9077577 COP USD from account 262628547 to the account 927175334. Thanks!Kathleen Malone|9077577|262628547|927175334|COP
Account 164826582 needs $ 4582919 GHS transferred to 017142677.|4582919|164826582|017142677|GHS
Move $ 7201095 PKR into account VCZQ from KA0EC|7201095|KA0EC|VCZQ|PKR
Dear Debbie Suarez, we need a transfer of $ 3151665 SVCfrom the corporate account tnzxguG4JJsito my client's personal account mpts3efj. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|3151665|tnzxguG4JJsi|mpts3efj|SVC
Good evening. I have a question regarding monetary transfers, can funds be transferred from corporate accounts to personal accounts? If so, please assist with a transfer of $ 9454685 UZS into qado7bfitaa from corporate account J9CETd7U. Thanks.|9454685|J9CETd7U|qado7bfitaa|UZS
Please transfer $ 7758670 GGP from account Rl to account k. Thank you!|7758670|Rl|k|GGP
We need a transfer of $ 4786402 LRDfrom account 808845911to account 264313041. This needs to be done today. Thanks!|4786402|808845911|264313041|LRD
Could you transfer$ 6374910 UYU from account 0L26DHIJ96V to account 4KW14ST. Thanks and please contact me after it is finished.|6374910|0L26DHIJ96V|4KW14ST|UYU
Please move 5775089 PEN dollars from account AtG to vWb.|5775089|AtG|vWb|PEN
Please move 2735212 NPR dollars from account 6 to 42.|2735212|6|42|NPR
Hi, I hope this email finds you well. We have an urgent request. Could $ 3056593 JMD be transferred into account aupaa from AaPIhF? Let me know. Have a great rest of your evening. Best regards,Ian Davis|3056593|AaPIhF|aupaa|JMD
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 7578491 BZD from 262391347. The funds need to be transferred to the account 769432319. Can this be done? and when? Let me know if you need additional details. Thanks.|7578491|262391347|769432319|BZD
Hey, I need help transferring $ 648897 BBD from account 351241638 to account 275729358. Thanks!|648897|351241638|275729358|BBD
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from 894770478 of the amount $ 8646561 SVC. This needs to be transferred to this account, 493797917. Best, James Baldwin|8646561|894770478|493797917|SVC
Please transfer $ 2235895 TRY from account 62pbn to account 82meL. Thank you!|2235895|62pbn|82meL|TRY
Please move 4494702 BBD dollars from account 37fWO to 81ECp.|4494702|37fWO|81ECp|BBD
 $ 2563678 GBP needs to be moved from account R0B54VLES to this account titled TXL.Thanks so much.|2563678|R0B54VLES|TXL|GBP
Hello, hope you are doing well. Could you please transfer 8608352 CNY from FG6xgGil5ljp to account 9yekgwf, and let me know as soon as this is done.|8608352|FG6xgGil5ljp|9yekgwf|CNY
Hi, could $ 5642011 PAB be transferred into account wtptczzluzr from geXYHL? Let me know. Thanks.|5642011|geXYHL|wtptczzluzr|PAB
We need to remove 1951061 CAD from CF9S3JA0Q and deposit this into 30YAFU2W8V1. Thank you so much.|1951061|CF9S3JA0Q|30YAFU2W8V1|CAD
Hello. $ 5139717 QAR needs to be moved from account 288019999 to this account 787938380. Thanks!Nicholas Lyons|5139717|288019999|787938380|QAR
Please move 7015314 MZN dollars from account QRM to cxA.|7015314|QRM|cxA|MZN
Hello, please help me move 6404902 MUR from FAIH to account 4TTKVDBSG1 Can this be done?|6404902|FAIH|4TTKVDBSG1|MUR
Please move 3083225 DOP dollars from account cLG to zP.|3083225|cLG|zP|DOP
Hi, could $ 4082749 PKR be transferred into account bmia3jtk5 from bQIJeknHJZqa? Let me know. Thanks.|4082749|bQIJeknHJZqa|bmia3jtk5|PKR
Good afternoon. This needs IMMEDIATE attention!!! Please carefully move 8210303 RSD dollars from 0SsLw into account 4vzpomhi. PLEASE make sure you are moving this amount from 0SsLw to 4vzpomhi. Will you send me a receipt or confirmation of the transfer? Sincerely,David Powell|8210303|0SsLw|4vzpomhi|RSD
Hi, I have attempted (unsuccessfully) to conduct the following transfer. I'd like to submit a transfer request, please take account dMPtM9reoEP and move $ 1226911 MZN to account apsqxnx. I'm going to need this done as soon as you get the chance. I also will need a confirmation of this as soon as it is processed.Erik Webb|1226911|dMPtM9reoEP|apsqxnx|MZN
Please move 6476003 GBP dollars from account lXBI to EwT.|6476003|lXBI|EwT|GBP
Hey Carlos Huff, I need to transfer 3136020 BRL from account 052424777 into 140458146. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|3136020|052424777|140458146|BRL
Please move 1222137 NIO dollars from account 524959 to 9321396.|1222137|524959|9321396|NIO
Good evening. Will you help me with a money transfer? I need to move $ 7781721 NOK into 94igvbbmx from account aoAV5uHFbsd. Thanks.|7781721|aoAV5uHFbsd|94igvbbmx|NOK
Hello. We need a transfer of $ 3088485 UZS from account PaEMTLo to this account, owhemlj8nrsh. Thanks! Debra Turner|3088485|PaEMTLo|owhemlj8nrsh|UZS
Please transfer $ 9669190 BWP from account O to account D. Thank you!|9669190|O|D|BWP
Hi this is Kathleen Rose. I need you to do the following. Please help me transfer 8674389 SGD from 826682042 into 141531981. Thanks.|8674389|826682042|141531981|SGD
Please transfer $ 8102945 UYU from account ti to account G. Thank you!|8102945|ti|G|UYU
Hello, this email is to confirm a monetary transfer request on behalf of my client, Gregory Roman. Please move 4089871 TRY from my clients personal account,880108354, to the corporate account, 272913657. Thank you very much. Sincerely,Michael Blake|4089871|880108354|272913657|TRY
We need a transfer of $ 6719449 MURfrom account QI5KK4K7MEto account XIXOG9. This needs to be done today. Thanks!|6719449|QI5KK4K7ME|XIXOG9|MUR
Please transfer $ 1775394 ZWD from account 863Sck to account 168DJl. Thank you!|1775394|863Sck|168DJl|ZWD
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from XoFLGt of the amount $ 8693842 ANG. This needs to be transferred to this account, 3g5lpf. Best, Robert Burgess|8693842|XoFLGt|3g5lpf|ANG
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 7772523 MKD from 227251780. The funds need to be transferred to the account 531790097. Can this be done? and when? Let me know if you need additional details. Thanks.|7772523|227251780|531790097|MKD
Good evening. Will you help me with a money transfer? I need to move $ 1605650 KGS into pjyy95sl from account uLPU23wI8. Thanks.|1605650|uLPU23wI8|pjyy95sl|KGS
Good evening. I have a question regarding monetary transfers, can funds be transferred from corporate accounts to personal accounts? If so, please assist with a transfer of $ 1574042 TRY into mnfrholfmyym from corporate account R5KAMh. Thanks.|1574042|R5KAMh|mnfrholfmyym|TRY
Hey, I need help transferring $ 2552454 COP from account LADHTPxgSE1 to account uxxadjz0om. Thanks!|2552454|LADHTPxgSE1|uxxadjz0om|COP
Hi, can you please help me? There is a new deposit to the account hqWVsU4Kbu of the amount 8243128 CUP. I need to transfer this exact amount moved into my business account, whliy. How many business days will this transfer take? Thanks so much, Jacqueline Mcneil|8243128|hqWVsU4Kbu|whliy|CUP
Dear Trevor Leach, we need a transfer of $ 9458390 PABfrom the corporate account 967293014to my client's personal account 002204864. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|9458390|967293014|002204864|PAB
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 8859373 NIO from account EFzDP to iwgvlkmj5z. If there is any trouble, please don't hesitate to reach out. Thanks, Sean Hobbs|8859373|EFzDP|iwgvlkmj5z|NIO
Hey!!! Dana Gonzalez. Can you transfer $ 6018389 CLP between two of my accounts? The funds need to be moved from this account TNRya to my other account iguszhfl. Make sure you get those accounts correctly. Thanks! Best Regards, Thomas Williams|6018389|TNRya|iguszhfl|CLP
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 6701739 INR from my savings account called dEKaoCdkGnO to my checking account a92mdu. How will I know once this is completed? Will I be receiving confirmation via email? Best, Samuel Palmer|6701739|dEKaoCdkGnO|a92mdu|INR
Dear madam/sir, I, Ryan Atkinson am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 6377275 AUD to 345753575 from 926231749. For some reason, this transfer will not go through when I do it. Thanks, Ryan Atkinson|6377275|926231749|345753575|AUD
Please transfer $ 5559709 PHP from account INOk to account NWck. Thank you!|5559709|INOk|NWck|PHP
Please transfer $ 743478 YER from account FuDG to account FEN. Thank you!|743478|FuDG|FEN|YER
Please transfer $ 7531756 BBD from account U to account I. Thank you!|7531756|U|I|BBD
Please transfer $ 3164060 LBP from account qla to account knh. Thank you!|3164060|qla|knh|LBP
Please move 2524941 ILS dollars from account 83uxm to 34lXD.|2524941|83uxm|34lXD|ILS
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 5223482 MNT into account 831034427 from account 821438373. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|5223482|821438373|831034427|MNT
Time to move 6354982 ANG USD from account TF6GAZTBB to MKALD9Y9P. When can this be done? Please contact.|6354982|TF6GAZTBB|MKALD9Y9P|ANG
Please transfer $ 2289204 PKR from account NpP to account WT. Thank you!|2289204|NpP|WT|PKR
Move money from acct 2M91E5ZVU68 to acct 6YZWF1XIXKO2 of the amount $ 9302897 EGP. Thank you!|9302897|2M91E5ZVU68|6YZWF1XIXKO2|EGP
Hi this is Susan Gross. I need you to help me transfer 6719398 BZD from thP94wG4yr into 1yuqxcdy4. How soon can this be completed? Please let me know.|6719398|thP94wG4yr|1yuqxcdy4|BZD
Please transfer $ 1248262 BYN from account YBU to account Ni. Thank you!|1248262|YBU|Ni|BYN
Please transfer $ 2502050 OMR from account EIt072 to account WVa630. Thank you!|2502050|EIt072|WVa630|OMR
Hey!!! Melissa Holmes. Can you transfer $ 2250891 GGP from this account S5M9Y3JCBY to my other account DY8XPG. Thanks! Best Regards, Mario Suarez|2250891|S5M9Y3JCBY|DY8XPG|GGP
Hi, this is Troy Ellis, and this is to confirm a transfer that my client, Robert Gomez, is requesting to be completed in the next couple of days. Could you move money from account 750732458 to account 038494475 of the amount $ 4866114 CHF. Thank you! Please send me a receipt of the completed transfer for my client.|4866114|750732458|038494475|CHF
